trading_date,AU_total_oi
2019-10-08,639840.0
2019-10-09,654508.0
2019-10-10,651974.0
2019-10-11,658964.0
2019-10-14,654938.0
2019-10-15,660924.0
2019-10-16,668800.0
2019-10-17,675276.0
2019-10-18,667384.0
2019-10-21,662266.0
2019-10-22,661480.0
2019-10-23,656224.0
2019-10-24,649932.0
2019-10-25,661594.0
2019-10-28,656366.0
2019-10-29,629118.0
2019-10-30,609194.0
2019-10-31,586562.0
2019-11-01,559274.0
2019-11-04,541084.0
2019-11-05,532142.0
2019-11-06,517010.0
2019-11-07,506352.0
2019-11-08,496746.0
2019-11-11,497746.0
2019-11-12,494540.0
2019-11-13,497478.0
2019-11-14,487486.0
2019-11-15,472312.0
2019-11-18,468396.0
2019-11-19,461032.0
2019-11-20,454782.0
2019-11-21,454024.0
2019-11-22,447136.0
2019-11-25,444736.0
2019-11-26,437922.0
2019-11-27,433448.0
2019-11-28,424064.0
2019-11-29,421574.0
2019-12-02,417338.0
2019-12-03,423012.0
2019-12-04,451092.0
2019-12-05,435418.0
2019-12-06,407796.0
2019-12-09,391276.0
2019-12-10,387358.0
2019-12-11,382802.0
2019-12-12,382096.0
2019-12-13,378912.0
2019-12-16,382898.0
2019-12-17,381958.0
2019-12-18,384668.0
2019-12-19,384722.0
2019-12-20,389730.0
2019-12-23,399428.0
2019-12-24,409296.0
2019-12-25,413510.0
2019-12-26,411012.0
2019-12-27,415894.0
2019-12-30,416684.0
2019-12-31,438784.0
2020-01-02,221272.0
2020-01-03,239426.0
2020-01-06,242558.0
2020-01-07,244294.0
2020-01-08,252387.0
2020-01-09,248268.0
2020-01-10,252975.0
2020-01-13,256140.0
2020-01-14,263811.0
2020-01-15,269128.0
2020-01-16,269506.0
2020-01-17,269856.0
2020-01-20,272810.0
2020-01-21,277269.0
2020-01-22,269811.0
2020-01-23,270181.0
2020-02-03,270888.0
2020-02-04,275076.0
2020-02-05,275110.0
2020-02-06,275931.0
2020-02-07,277939.0
2020-02-10,279666.0
2020-02-11,280403.0
2020-02-12,279043.0
2020-02-13,281950.0
2020-02-14,284109.0
2020-02-17,286757.0
2020-02-18,291628.0
2020-02-19,294875.0
2020-02-20,296112.0
2020-02-21,298851.0
2020-02-24,295780.0
2020-02-25,283266.0
2020-02-26,287225.0
2020-02-27,288855.0
2020-02-28,285919.0
2020-03-02,280828.0
2020-03-03,284699.0
2020-03-04,286688.0
2020-03-05,289137.0
2020-03-06,293727.0
2020-03-09,293868.0
2020-03-10,295951.0
2020-03-11,295745.0
2020-03-12,294102.0
2020-03-13,289875.0
2020-03-16,290559.0
2020-03-17,287219.0
2020-03-18,286321.0
2020-03-19,280474.0
2020-03-20,279631.0
2020-03-23,277883.0
2020-03-24,280007.0
2020-03-25,277716.0
2020-03-26,273308.0
2020-03-27,273938.0
2020-03-30,271952.0
2020-03-31,265865.0
2020-04-01,263880.0
2020-04-02,263426.0
2020-04-03,259850.0
2020-04-07,265272.0
2020-04-08,265146.0
2020-04-09,268759.0
2020-04-10,270554.0
2020-04-13,271463.0
2020-04-14,283942.0
2020-04-15,280838.0
2020-04-16,286548.0
2020-04-17,275598.0
2020-04-20,269535.0
2020-04-21,265630.0
2020-04-22,260589.0
2020-04-23,259264.0
2020-04-24,261729.0
2020-04-27,246765.0
2020-04-28,241092.0
2020-04-29,236625.0
2020-04-30,231254.0
2020-05-06,227921.0
2020-05-07,224570.0
2020-05-08,230448.0
2020-05-11,223038.0
2020-05-12,221306.0
2020-05-13,224088.0
2020-05-14,233946.0
2020-05-15,245527.0
2020-05-18,249374.0
2020-05-19,239858.0
2020-05-20,248217.0
2020-05-21,244248.0
2020-05-22,243562.0
2020-05-25,246271.0
2020-05-26,235654.0
2020-05-27,233158.0
2020-05-28,238987.0
2020-05-29,242655.0
2020-06-01,253063.0
2020-06-02,252719.0
2020-06-03,250982.0
2020-06-04,249326.0
2020-06-05,249737.0
2020-06-08,247202.0
2020-06-09,248564.0
2020-06-10,250357.0
2020-06-11,255331.0
2020-06-12,257342.0
2020-06-15,261418.0
2020-06-16,261503.0
2020-06-17,264439.0
2020-06-18,262036.0
2020-06-19,264097.0
2020-06-22,273168.0
2020-06-23,275679.0
2020-06-24,285120.0
2020-06-29,284508.0
2020-06-30,290007.0
2020-07-01,297386.0
2020-07-02,284807.0
2020-07-03,284022.0
2020-07-06,281926.0
2020-07-07,281461.0
2020-07-08,291744.0
2020-07-09,297113.0
2020-07-10,288799.0
2020-07-13,291357.0
2020-07-14,288057.0
2020-07-15,289078.0
2020-07-16,285202.0
2020-07-17,283472.0
2020-07-20,280632.0
2020-07-21,287030.0
2020-07-22,289408.0
2020-07-23,290513.0
2020-07-24,289547.0
2020-07-27,293749.0
2020-07-28,271097.0
2020-07-29,273577.0
2020-07-30,273847.0
2020-07-31,293901.0
2020-08-03,294058.0
2020-08-04,298925.0
2020-08-05,322235.0
2020-08-06,319028.0
2020-08-07,323223.0
2020-08-10,320850.0
2020-08-11,326348.0
2020-08-12,325191.0
2020-08-13,325442.0
2020-08-14,334190.0
2020-08-17,335374.0
2020-08-18,341847.0
2020-08-19,344611.0
2020-08-20,335442.0
2020-08-21,333209.0
2020-08-24,329394.0
2020-08-25,324002.0
2020-08-26,320322.0
2020-08-27,316345.0
2020-08-28,313044.0
2020-08-31,313911.0
2020-09-01,314786.0
2020-09-02,309101.0
2020-09-03,303758.0
2020-09-04,297599.0
2020-09-07,293508.0
2020-09-08,292137.0
2020-09-09,289606.0
2020-09-10,291791.0
2020-09-11,286876.0
2020-09-14,285500.0
2020-09-15,283485.0
2020-09-16,282803.0
2020-09-17,287250.0
2020-09-18,283178.0
2020-09-21,282250.0
2020-09-22,287071.0
2020-09-23,282042.0
2020-09-24,280745.0
2020-09-25,272896.0
2020-09-28,268431.0
2020-09-29,263470.0
2020-09-30,258357.0
2020-10-09,260247.0
2020-10-12,264277.0
2020-10-13,264162.0
2020-10-14,260912.0
2020-10-15,260944.0
2020-10-16,261369.0
2020-10-19,258274.0
2020-10-20,259302.0
2020-10-21,254559.0
2020-10-22,251998.0
2020-10-23,252080.0
2020-10-26,247527.0
2020-10-27,245201.0
2020-10-28,244362.0
2020-10-29,246787.0
2020-10-30,249344.0
2020-11-02,243495.0
2020-11-03,239099.0
2020-11-04,238284.0
2020-11-05,239807.0
2020-11-06,245369.0
2020-11-09,243260.0
2020-11-10,241077.0
2020-11-11,238477.0
2020-11-12,237418.0
2020-11-13,232624.0
2020-11-16,229806.0
2020-11-17,226470.0
2020-11-18,230358.0
2020-11-19,233246.0
2020-11-20,231556.0
2020-11-23,227718.0
2020-11-24,233940.0
2020-11-25,231426.0
2020-11-26,227973.0
2020-11-27,226851.0
2020-11-30,228165.0
2020-12-01,222623.0
2020-12-02,213679.0
2020-12-03,207313.0
2020-12-04,201630.0
2020-12-07,203577.0
2020-12-08,204677.0
2020-12-09,198945.0
2020-12-10,205884.0
2020-12-11,204002.0
2020-12-14,192912.0
2020-12-15,194177.0
2020-12-16,191113.0
2020-12-17,195828.0
2020-12-18,195952.0
2020-12-21,200822.0
2020-12-22,196408.0
2020-12-23,193891.0
2020-12-24,190657.0
2020-12-25,191477.0
2020-12-28,189060.0
2020-12-29,191649.0
2020-12-30,188211.0
2020-12-31,187949.0
2021-01-04,192088.0
2021-01-05,192799.0
2021-01-06,190257.0
2021-01-07,187269.0
2021-01-08,181014.0
2021-01-11,178606.0
2021-01-12,175632.0
2021-01-13,174720.0
2021-01-14,177641.0
2021-01-15,178621.0
2021-01-18,181451.0
2021-01-19,184162.0
2021-01-20,188223.0
2021-01-21,191813.0
2021-01-22,189438.0
2021-01-25,185636.0
2021-01-26,188530.0
2021-01-27,193078.0
2021-01-28,196722.0
2021-01-29,197642.0
2021-02-01,195343.0
2021-02-02,189978.0
2021-02-03,191332.0
2021-02-04,198734.0
2021-02-05,199597.0
2021-02-08,194349.0
2021-02-09,183004.0
2021-02-10,174494.0
2021-02-18,184041.0
2021-02-19,189240.0
2021-02-22,187612.0
2021-02-23,191815.0
2021-02-24,183001.0
2021-02-25,183059.0
2021-02-26,187513.0
2021-03-01,184537.0
2021-03-02,195336.0
2021-03-03,195227.0
2021-03-04,202242.0
2021-03-05,200979.0
2021-03-08,194527.0
2021-03-09,192220.0
2021-03-10,189082.0
2021-03-11,188035.0
2021-03-12,193132.0
2021-03-15,188317.0
2021-03-16,186643.0
2021-03-17,187633.0
2021-03-18,194581.0
2021-03-19,192669.0
2021-03-22,187488.0
2021-03-23,185638.0
2021-03-24,188706.0
2021-03-25,191541.0
2021-03-26,192254.0
2021-03-29,193777.0
2021-03-30,201564.0
2021-03-31,206426.0
2021-04-01,199398.0
2021-04-02,200106.0
2021-04-06,203062.0
2021-04-07,205619.0
2021-04-08,209969.0
2021-04-09,213962.0
2021-04-12,205998.0
2021-04-13,202728.0
2021-04-14,201136.0
2021-04-15,203909.0
2021-04-16,212685.0
2021-04-19,215185.0
2021-04-20,214022.0
2021-04-21,218650.0
2021-04-22,217930.0
2021-04-23,216285.0
2021-04-26,212824.0
2021-04-27,214025.0
2021-04-28,212506.0
2021-04-29,209604.0
2021-04-30,202738.0
2021-05-06,206021.0
2021-05-07,210276.0
2021-05-10,211684.0
2021-05-11,213831.0
2021-05-12,214048.0
2021-05-13,218214.0
2021-05-14,231474.0
2021-05-17,242571.0
2021-05-18,248632.0
2021-05-19,246875.0
2021-05-20,247521.0
2021-05-21,246210.0
2021-05-24,245178.0
2021-05-25,240934.0
2021-05-26,249514.0
2021-05-27,252179.0
2021-05-28,250657.0
2021-05-31,257518.0
2021-06-01,265961.0
2021-06-02,268760.0
2021-06-03,270545.0
2021-06-04,266157.0
2021-06-07,267392.0
2021-06-08,267398.0
2021-06-09,268709.0
2021-06-10,268188.0
2021-06-11,255109.0
2021-06-15,259873.0
2021-06-16,262535.0
2021-06-17,269089.0
2021-06-18,265828.0
2021-06-21,265152.0
2021-06-22,256244.0
2021-06-23,254856.0
2021-06-24,257140.0
2021-06-25,256414.0
2021-06-28,253861.0
2021-06-29,256337.0
2021-06-30,260734.0
2021-07-01,254563.0
2021-07-02,248647.0
2021-07-05,245656.0
2021-07-06,245114.0
2021-07-07,241886.0
2021-07-08,241307.0
2021-07-09,241640.0
2021-07-12,243313.0
2021-07-13,241435.0
2021-07-14,242303.0
2021-07-15,243659.0
2021-07-16,238607.0
2021-07-19,232141.0
2021-07-20,231314.0
2021-07-21,227058.0
2021-07-22,226804.0
2021-07-23,223314.0
2021-07-26,219867.0
2021-07-27,221495.0
2021-07-28,223203.0
2021-07-29,224192.0
2021-07-30,225186.0
2021-08-02,215136.0
2021-08-03,212911.0
2021-08-04,212544.0
2021-08-05,213932.0
2021-08-06,219604.0
2021-08-09,230434.0
2021-08-10,233152.0
2021-08-11,233630.0
2021-08-12,230079.0
2021-08-13,229076.0
2021-08-16,224794.0
2021-08-17,224547.0
2021-08-18,222141.0
2021-08-19,221938.0
2021-08-20,221076.0
2021-08-23,219330.0
2021-08-24,219501.0
2021-08-25,217263.0
2021-08-26,216318.0
2021-08-27,221335.0
2021-08-30,220698.0
2021-08-31,222057.0
2021-09-01,223054.0
2021-09-02,220938.0
2021-09-03,220016.0
2021-09-06,221375.0
2021-09-07,216970.0
2021-09-08,213870.0
2021-09-09,214695.0
2021-09-10,211985.0
2021-09-13,214182.0
2021-09-14,213567.0
2021-09-15,213647.0
2021-09-16,218332.0
2021-09-17,219394.0
2021-09-22,216418.0
2021-09-23,218165.0
2021-09-24,223714.0
2021-09-27,218359.0
2021-09-28,218252.0
2021-09-29,211303.0
2021-09-30,206089.0
2021-10-08,201650.0
2021-10-11,204759.0
2021-10-12,205437.0
2021-10-13,207053.0
2021-10-14,205906.0
2021-10-15,204982.0
2021-10-18,200126.0
2021-10-19,199613.0
2021-10-20,195645.0
2021-10-21,188013.0
2021-10-22,188265.0
2021-10-25,188299.0
2021-10-26,188963.0
2021-10-27,181395.0
2021-10-28,182379.0
2021-10-29,186341.0
2021-11-01,178786.0
2021-11-02,178255.0
2021-11-03,174994.0
2021-11-04,174446.0
2021-11-05,174439.0
2021-11-08,189799.0
2021-11-09,195638.0
2021-11-10,193565.0
2021-11-11,199021.0
2021-11-12,201822.0
2021-11-15,197156.0
2021-11-16,198115.0
2021-11-17,189608.0
2021-11-18,190661.0
2021-11-19,188673.0
2021-11-22,177551.0
2021-11-23,174083.0
2021-11-24,171568.0
2021-11-25,172085.0
2021-11-26,168806.0
2021-11-29,166880.0
2021-11-30,166678.0
2021-12-01,172942.0
2021-12-02,172042.0
2021-12-03,176601.0
2021-12-06,176325.0
2021-12-07,177283.0
2021-12-08,175052.0
2021-12-09,175666.0
2021-12-10,177977.0
2021-12-13,174041.0
2021-12-14,173504.0
2021-12-15,188500.0
2021-12-16,179985.0
2021-12-17,180838.0
2021-12-20,178555.0
2021-12-21,177829.0
2021-12-22,181125.0
2021-12-23,181765.0
2021-12-24,185297.0
2021-12-27,180011.0
2021-12-28,183513.0
2021-12-29,178383.0
2021-12-30,174036.0
2021-12-31,177528.0
2022-01-04,173873.0
2022-01-05,178705.0
2022-01-06,187294.0
2022-01-07,190374.0
2022-01-10,190844.0
2022-01-11,188883.0
2022-01-12,185787.0
2022-01-13,186239.0
2022-01-14,187488.0
2022-01-17,181911.0
2022-01-18,177209.0
2022-01-19,176966.0
2022-01-20,186693.0
2022-01-21,188852.0
2022-01-24,187833.0
2022-01-25,186400.0
2022-01-26,189963.0
2022-01-27,184150.0
2022-01-28,177356.0
2022-02-07,174072.0
2022-02-08,172522.0
2022-02-09,175845.0
2022-02-10,181596.0
2022-02-11,185289.0
2022-02-14,197716.0
2022-02-15,208637.0
2022-02-16,203470.0
2022-02-17,206613.0
2022-02-18,216170.0
2022-02-21,219558.0
2022-02-22,226185.0
2022-02-23,226272.0
2022-02-24,234600.0
2022-02-25,238368.0
2022-02-28,226569.0
2022-03-01,231577.0
2022-03-02,239178.0
2022-03-03,238035.0
2022-03-04,240270.0
2022-03-07,245542.0
2022-03-08,248759.0
2022-03-09,243378.0
2022-03-10,231483.0
2022-03-11,226353.0
2022-03-14,222506.0
2022-03-15,217225.0
2022-03-16,214697.0
2022-03-17,216536.0
2022-03-18,216095.0
2022-03-21,215983.0
2022-03-22,220978.0
2022-03-23,221755.0
2022-03-24,224432.0
2022-03-25,227783.0
2022-03-28,228077.0
2022-03-29,225863.0
2022-03-30,226034.0
2022-03-31,224591.0
2022-04-01,224983.0
2022-04-06,224172.0
2022-04-07,227154.0
2022-04-08,230274.0
2022-04-11,239747.0
2022-04-12,243731.0
2022-04-13,250895.0
2022-04-14,252354.0
2022-04-15,257845.0
2022-04-18,258039.0
2022-04-19,257013.0
2022-04-20,246099.0
2022-04-21,247477.0
2022-04-22,257411.0
2022-04-25,251136.0
2022-04-26,245551.0
2022-04-27,237218.0
2022-04-28,237823.0
2022-04-29,239187.0
2022-05-05,239844.0
2022-05-06,241401.0
2022-05-09,244326.0
2022-05-10,239333.0
2022-05-11,234183.0
2022-05-12,235042.0
2022-05-13,230305.0
2022-05-16,225525.0
2022-05-17,217522.0
2022-05-18,217543.0
2022-05-19,215475.0
2022-05-20,208751.0
2022-05-23,208006.0
2022-05-24,206195.0
2022-05-25,205508.0
2022-05-26,210724.0
2022-05-27,217631.0
2022-05-30,215640.0
2022-05-31,216055.0
2022-06-01,217069.0
2022-06-02,215102.0
2022-06-06,213973.0
2022-06-07,215997.0
2022-06-08,215286.0
2022-06-09,219142.0
2022-06-10,218340.0
2022-06-13,238894.0
2022-06-14,229349.0
2022-06-15,226531.0
2022-06-16,226124.0
2022-06-17,222662.0
2022-06-20,226048.0
2022-06-21,228235.0
2022-06-22,229471.0
2022-06-23,227351.0
2022-06-24,230469.0
2022-06-27,230923.0
2022-06-28,217134.0
2022-06-29,218352.0
2022-06-30,222635.0
2022-07-01,223975.0
2022-07-04,221646.0
2022-07-05,216946.0
2022-07-06,223504.0
2022-07-07,233477.0
2022-07-08,238579.0
2022-07-11,245543.0
2022-07-12,246853.0
2022-07-13,258141.0
2022-07-14,257668.0
2022-07-15,263863.0
2022-07-18,264982.0
2022-07-19,273664.0
2022-07-20,276816.0
2022-07-21,287564.0
2022-07-22,276896.0
2022-07-25,276985.0
2022-07-26,276035.0
2022-07-27,277920.0
2022-07-28,276588.0
2022-07-29,278170.0
2022-08-01,277248.0
2022-08-02,285532.0
2022-08-03,286737.0
2022-08-04,284744.0
2022-08-05,285593.0
2022-08-08,284234.0
2022-08-09,287177.0
2022-08-10,289744.0
2022-08-11,289430.0
2022-08-12,290165.0
2022-08-15,293395.0
2022-08-16,290631.0
2022-08-17,291086.0
2022-08-18,291430.0
2022-08-19,292006.0
2022-08-22,291851.0
2022-08-23,292921.0
2022-08-24,291624.0
2022-08-25,291288.0
2022-08-26,271529.0
2022-08-29,268902.0
2022-08-30,271082.0
2022-08-31,275357.0
2022-09-01,278709.0
2022-09-02,279015.0
2022-09-05,275142.0
2022-09-06,273419.0
2022-09-07,274579.0
2022-09-08,274769.0
2022-09-09,277123.0
2022-09-13,279859.0
2022-09-14,279266.0
2022-09-15,289831.0
2022-09-16,286098.0
2022-09-19,277205.0
2022-09-20,275554.0
2022-09-21,273925.0
2022-09-22,272651.0
2022-09-23,270224.0
2022-09-26,268888.0
2022-09-27,268903.0
2022-09-28,267563.0
2022-09-29,273084.0
2022-09-30,278433.0
2022-10-10,280528.0
2022-10-11,280514.0
2022-10-12,282858.0
2022-10-13,284404.0
2022-10-14,286270.0
2022-10-17,283835.0
2022-10-18,283979.0
2022-10-19,287078.0
2022-10-20,284798.0
2022-10-21,280602.0
2022-10-24,282887.0
2022-10-25,290156.0
2022-10-26,294380.0
2022-10-27,294796.0
2022-10-28,297370.0
2022-10-31,290747.0
2022-11-01,288802.0
2022-11-02,290815.0
2022-11-03,288527.0
2022-11-04,286927.0
2022-11-07,292610.0
2022-11-08,300829.0
2022-11-09,312929.0
2022-11-10,316032.0
2022-11-11,319909.0
